,investigation_type,injury_severity,aircraft_damage,make,model,weather_condition,broad_phase_of_flight,event_year,event_month
8329,Accident,0,Substantial,cessna,150,VMC,VMC,2003,6
8372,Accident,0,Substantial,cessna,152,VMC,VMC,2003,6
8376,Accident,0,Substantial,cessna,150,VMC,VMC,2003,5
8394,Accident,1,Substantial,cessna,172,VMC,VMC,2003,5
8528,Accident,0,Substantial,cessna,152,VMC,VMC,2003,5
8560,Accident,0,Substantial,cessna,182,IMC,IMC,2003,4
8562,Accident,0,Substantial,cessna,180,VMC,VMC,2003,4
8581,Accident,0,Substantial,cessna,150,VMC,VMC,2003,4
8605,Accident,0,Substantial,cessna,152,VMC,VMC,2003,4
8608,Accident,0,Substantial,cessna,150,VMC,VMC,2003,4
8637,Accident,0,Substantial,piper,PA-18,VMC,VMC,2003,4
8640,Accident,0,Substantial,cessna,152,VMC,VMC,2003,4
8659,Accident,1,Destroyed,cessna,180,IMC,IMC,2003,4
8674,Accident,0,Substantial,piper,PA-18,VMC,VMC,2003,4
8677,Accident,0,Substantial,piper,PA-22,VMC,VMC,2003,4
8680,Accident,0,Destroyed,cessna,152,VMC,VMC,2003,4
8683,Accident,0,Substantial,cessna,152,VMC,VMC,2003,4
8690,Accident,0,Substantial,cessna,152,VMC,VMC,2003,4
8720,Accident,0,Substantial,piper,PA-18,VMC,VMC,2003,3
8813,Accident,0,Substantial,piper,PA-18,VMC,VMC,2003,3
8826,Accident,0,Substantial,cessna,150,VMC,VMC,2003,3
8831,Accident,0,Substantial,cessna,172,VMC,VMC,2003,3
8862,Accident,0,Substantial,cessna,152,IMC,IMC,2003,3
8869,Accident,0,Substantial,cessna,152,VMC,VMC,2003,2
8899,Accident,0,Substantial,cessna,180,VMC,VMC,2003,2
8922,Accident,0,Substantial,cessna,172,VMC,VMC,2003,2
8933,Accident,0,Substantial,cessna,172,VMC,VMC,2003,2
8940,Accident,0,Substantial,cessna,152,VMC,VMC,2003,2
8942,Accident,0,Substantial,cessna,182,VMC,VMC,2003,2
8967,Accident,0,Substantial,cessna,150,VMC,VMC,2003,2
8970,Accident,0,Substantial,cessna,172,VMC,VMC,2003,1
8982,Accident,0,Substantial,cessna,152,VMC,VMC,2003,1
9007,Accident,1,Destroyed,cessna,152,VMC,VMC,2003,1
9014,Accident,0,Substantial,cessna,172,VMC,VMC,2003,1
9027,Accident,0,Substantial,cessna,152,VMC,VMC,2003,1
9067,Accident,0,Substantial,cessna,152,VMC,VMC,2003,1
9146,Accident,1,Destroyed,cessna,180,VMC,VMC,2002,12
9239,Accident,1,Unknown,cessna,152,VMC,VMC,2002,11
9273,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,11
9274,Accident,0,Substantial,cessna,172,VMC,VMC,2002,11
9279,Accident,1,Substantial,cessna,152,VMC,VMC,2002,11
9293,Accident,1,Destroyed,piper,PA-24,VMC,VMC,2002,11
9319,Accident,0,Substantial,piper,PA-22,VMC,VMC,2002,10
9323,Accident,0,Substantial,cessna,180,VMC,VMC,2002,10
9325,Accident,0,Substantial,cessna,172,VMC,VMC,2002,10
9326,Accident,0,Destroyed,piper,PA-22,VMC,VMC,2002,10
9328,Accident,0,Substantial,cessna,152,VMC,VMC,2002,10
9338,Accident,0,Substantial,cessna,180,VMC,VMC,2002,10
9359,Accident,0,Substantial,cessna,152,VMC,VMC,2002,10
9363,Accident,0,Substantial,cessna,180,VMC,VMC,2002,10
9375,Accident,0,Substantial,cessna,172,VMC,VMC,2002,10
9377,Accident,0,Substantial,cessna,172,VMC,VMC,2002,10
9407,Accident,0,Substantial,piper,PA-22,VMC,VMC,2002,10
9408,Accident,0,Substantial,cessna,152,VMC,VMC,2002,10
9456,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,9
9463,Accident,0,Substantial,cessna,182,VMC,VMC,2002,9
9470,Accident,0,Destroyed,cessna,182,VMC,VMC,2002,9
9486,Accident,0,Substantial,cessna,152,VMC,VMC,2002,9
9516,Accident,0,Substantial,cessna,152,VMC,VMC,2002,9
9557,Accident,0,Substantial,cessna,180,VMC,VMC,2002,9
9570,Accident,0,Substantial,cessna,180,VMC,VMC,2002,9
9593,Accident,0,Substantial,cessna,152,VMC,VMC,2002,9
9600,Accident,0,Substantial,cessna,152,VMC,VMC,2002,9
9605,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,9
9610,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,9
9620,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,9
9623,Accident,0,Substantial,cessna,152,VMC,VMC,2002,9
9631,Accident,0,Substantial,cessna,172,VMC,VMC,2002,8
9648,Accident,0,Substantial,cessna,150,VMC,VMC,2002,8
9684,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,8
9703,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,8
9734,Accident,1,Destroyed,piper,PA-18,VMC,VMC,2002,8
9748,Accident,0,Substantial,cessna,182,VMC,VMC,2002,8
9750,Accident,1,Destroyed,cessna,152,VMC,VMC,2002,8
9772,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,8
9799,Accident,0,Substantial,cessna,150,VMC,VMC,2002,8
9802,Accident,0,Substantial,cessna,152,VMC,VMC,2002,8
9832,Accident,0,Substantial,cessna,180,VMC,VMC,2002,8
9845,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,7
9848,Accident,0,Substantial,cessna,150,VMC,VMC,2002,7
9858,Accident,0,Substantial,cessna,172,VMC,VMC,2002,7
9872,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,7
9888,Accident,0,Substantial,cessna,152,VMC,VMC,2002,7
9894,Accident,0,Substantial,cessna,152,VMC,VMC,2002,7
9957,Accident,0,Substantial,piper,PA-28,VMC,VMC,2002,7
9971,Accident,0,Substantial,cessna,172,VMC,VMC,2002,7
9998,Accident,0,Substantial,cessna,172,VMC,VMC,2002,7
10001,Accident,0,Substantial,cessna,152,VMC,VMC,2002,7
10020,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,7
10037,Accident,0,Substantial,cessna,150,VMC,VMC,2002,7
10046,Accident,0,Substantial,cessna,172,VMC,VMC,2002,7
10057,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,7
10099,Accident,0,Substantial,cessna,172,VMC,VMC,2002,6
10112,Accident,0,Substantial,cessna,180,VMC,VMC,2002,6
10134,Accident,0,Substantial,cessna,150,VMC,VMC,2002,6
10165,Accident,0,Substantial,cessna,152,VMC,VMC,2002,6
10171,Accident,0,Substantial,cessna,180,VMC,VMC,2002,6
10174,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,6
10192,Accident,0,Substantial,cessna,152,VMC,VMC,2002,6
10210,Accident,0,Substantial,cessna,152,VMC,VMC,2002,6
10223,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,6
10231,Accident,0,Substantial,cessna,172,VMC,VMC,2002,6
10237,Accident,0,Substantial,cessna,150,VMC,VMC,2002,6
10243,Accident,0,Substantial,cessna,180,VMC,VMC,2002,6
10248,Accident,0,Substantial,cessna,180,VMC,VMC,2002,6
10264,Accident,0,Substantial,cessna,150,VMC,VMC,2002,6
10285,Accident,0,Substantial,cessna,182,VMC,VMC,2002,6
10316,Accident,0,Substantial,cessna,172,VMC,VMC,2002,5
10321,Accident,0,Substantial,cessna,152,VMC,VMC,2002,5
10341,Accident,1,Destroyed,piper,PA-18,VMC,VMC,2002,5
10392,Accident,0,Substantial,cessna,180,VMC,VMC,2002,5
10405,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,5
10410,Accident,0,Substantial,cessna,152,VMC,VMC,2002,5
10415,Accident,0,Substantial,cessna,152,VMC,VMC,2002,5
10435,Accident,0,Substantial,cessna,172,VMC,VMC,2002,5
10437,Accident,0,Substantial,cessna,172,VMC,VMC,2002,5
10441,Accident,0,Substantial,cessna,172,VMC,VMC,2002,5
10442,Accident,0,Substantial,cessna,180,VMC,VMC,2002,5
10443,Accident,0,Substantial,cessna,152,VMC,VMC,2002,5
10448,Accident,0,Substantial,cessna,152,VMC,VMC,2002,5
10467,Accident,0,Substantial,cessna,172,VMC,VMC,2002,5
10512,Accident,0,Substantial,cessna,152,VMC,VMC,2002,4
10520,Accident,0,Substantial,cessna,180,Unknown,Unknown,2002,4
10536,Accident,0,Substantial,cessna,152,VMC,VMC,2002,4
10544,Accident,0,Substantial,cessna,152,VMC,VMC,2002,4
10548,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,4
10556,Accident,0,Substantial,cessna,172,VMC,VMC,2002,4
10565,Accident,0,Substantial,cessna,172,VMC,VMC,2002,4
10566,Accident,0,Destroyed,piper,PA-18,VMC,VMC,2002,4
10613,Accident,0,Substantial,cessna,152,VMC,VMC,2002,4
10618,Accident,0,Substantial,cessna,152,VMC,VMC,2002,4
10640,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,3
10642,Accident,0,Substantial,piper,PA-22,VMC,VMC,2002,3
10647,Accident,0,Substantial,cessna,152,VMC,VMC,2002,3
10651,Accident,0,Substantial,cessna,152,VMC,VMC,2002,3
10689,Accident,0,Substantial,cessna,152,VMC,VMC,2002,3
10710,Accident,0,Substantial,cessna,152,VMC,VMC,2002,3
10739,Accident,0,Substantial,cessna,150,VMC,VMC,2002,3
10749,Accident,0,Substantial,cessna,152,VMC,VMC,2002,3
10768,Accident,0,Substantial,cessna,172,VMC,VMC,2002,2
10777,Accident,0,Substantial,cessna,152,VMC,VMC,2002,2
10797,Accident,0,Substantial,cessna,152,VMC,VMC,2002,2
10803,Accident,0,Substantial,cessna,172,Unknown,Unknown,2002,2
10820,Accident,0,Substantial,cessna,180,VMC,VMC,2002,2
10827,Accident,0,Destroyed,cessna,150,VMC,VMC,2002,2
10837,Accident,0,Substantial,cessna,180,VMC,VMC,2002,2
10840,Accident,0,Substantial,cessna,172,VMC,VMC,2002,2
10852,Accident,0,Substantial,cessna,150,VMC,VMC,2002,2
10874,Accident,0,Substantial,piper,PA-28,VMC,VMC,2002,1
10887,Accident,0,Substantial,cessna,152,VMC,VMC,2002,1
10906,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,1
10916,Accident,0,Substantial,cessna,152,VMC,VMC,2002,1
10922,Accident,0,Substantial,cessna,172,VMC,VMC,2002,1
10935,Accident,0,Substantial,piper,PA-18,VMC,VMC,2002,1
10938,Accident,0,Substantial,piper,PA-28,VMC,VMC,2002,1
10952,Accident,0,Substantial,cessna,152,VMC,VMC,2002,1
10963,Accident,1,Destroyed,cessna,152,VMC,VMC,2002,1
10973,Accident,0,Substantial,cessna,182,VMC,VMC,2001,12
10990,Accident,0,Substantial,cessna,182,VMC,VMC,2001,12
11012,Accident,0,Substantial,cessna,172,VMC,VMC,2001,12
11014,Accident,0,Substantial,piper,PA-28,VMC,VMC,2001,12
11046,Accident,0,Substantial,cessna,152,VMC,VMC,2001,12
11072,Accident,0,Substantial,cessna,152,VMC,VMC,2001,11
11093,Accident,0,Substantial,cessna,152,VMC,VMC,2001,11
11096,Accident,0,Substantial,cessna,182,VMC,VMC,2001,11
11098,Accident,0,Substantial,cessna,152,VMC,VMC,2001,11
11108,Accident,0,Substantial,cessna,152,VMC,VMC,2001,11
11120,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,11
11156,Accident,0,Substantial,cessna,152,VMC,VMC,2001,11
11199,Accident,0,Substantial,cessna,152,VMC,VMC,2001,10
11227,Accident,0,Substantial,cessna,152,VMC,VMC,2001,10
11228,Accident,0,Substantial,cessna,152,VMC,VMC,2001,10
11237,Accident,0,Substantial,cessna,152,VMC,VMC,2001,10
11250,Accident,0,Substantial,cessna,172,VMC,VMC,2001,10
11255,Accident,0,Substantial,cessna,172,VMC,VMC,2001,10
11256,Accident,0,Substantial,cessna,182,VMC,VMC,2001,10
11265,Accident,1,Destroyed,cessna,172,VMC,VMC,2001,10
11271,Accident,1,Substantial,piper,PA-18,IMC,IMC,2001,10
11279,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,10
11289,Accident,0,Substantial,cessna,172,VMC,VMC,2001,10
11302,Accident,0,Substantial,cessna,152,VMC,VMC,2001,10
11335,Accident,0,Destroyed,cessna,172,VMC,VMC,2001,10
11366,Accident,0,Substantial,cessna,180,VMC,VMC,2001,9
11369,Accident,0,Substantial,piper,PA-22,VMC,VMC,2001,9
11380,Accident,0,Substantial,cessna,182,VMC,VMC,2001,9
11385,Accident,0,Substantial,cessna,172,VMC,VMC,2001,9
11395,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,9
11439,Accident,0,Substantial,cessna,180,VMC,VMC,2001,9
11454,Accident,0,Substantial,piper,PA-25,VMC,VMC,2001,9
11502,Accident,0,Substantial,cessna,150,VMC,VMC,2001,8
11525,Accident,0,Substantial,cessna,172,VMC,VMC,2001,8
11529,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,8
11532,Accident,0,Substantial,piper,PA-22,VMC,VMC,2001,8
11570,Accident,0,Substantial,cessna,152,VMC,VMC,2001,8
11577,Accident,0,Substantial,cessna,152,VMC,VMC,2001,8
11589,Accident,1,Substantial,cessna,150,VMC,VMC,2001,8
11624,Accident,0,Substantial,cessna,152,VMC,VMC,2001,8
11635,Accident,0,Substantial,cessna,150,VMC,VMC,2001,8
11648,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,8
11658,Accident,0,Substantial,cessna,152,VMC,VMC,2001,8
11672,Accident,0,Substantial,cessna,152,VMC,VMC,2001,8
11688,Accident,0,Substantial,cessna,172,VMC,VMC,2001,8
11695,Accident,0,Substantial,piper,PA-28,VMC,VMC,2001,7
11706,Accident,0,Substantial,cessna,172,VMC,VMC,2001,7
11715,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11720,Accident,0,Destroyed,cessna,152,VMC,VMC,2001,7
11728,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11736,Accident,0,Substantial,cessna,180,VMC,VMC,2001,7
11742,Accident,0,Substantial,piper,PA-28,VMC,VMC,2001,7
11774,Accident,0,Substantial,cessna,172,VMC,VMC,2001,7
11775,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11809,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11821,Accident,0,Substantial,cessna,150,VMC,VMC,2001,7
11824,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11849,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11855,Accident,0,Substantial,cessna,182,VMC,VMC,2001,7
11899,Accident,0,Substantial,cessna,172,VMC,VMC,2001,7
11932,Accident,0,Substantial,cessna,182,VMC,VMC,2001,7
11939,Accident,0,Substantial,cessna,150,VMC,VMC,2001,7
11943,Accident,0,Destroyed,cessna,180,VMC,VMC,2001,7
11948,Accident,0,Substantial,cessna,152,VMC,VMC,2001,7
11952,Accident,0,Substantial,piper,PA-22,VMC,VMC,2001,7
11956,Accident,0,Substantial,cessna,152,VMC,VMC,2001,6
11966,Accident,0,Substantial,cessna,182,IMC,IMC,2001,6
12005,Accident,0,Substantial,cessna,152,VMC,VMC,2001,6
12023,Accident,0,Substantial,cessna,152,VMC,VMC,2001,6
12033,Accident,0,Substantial,cessna,150,VMC,VMC,2001,6
12040,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,6
12042,Accident,1,Substantial,cessna,172,VMC,VMC,2001,6
12047,Accident,0,Substantial,piper,PA-22,VMC,VMC,2001,6
12075,Accident,0,Substantial,cessna,150,VMC,VMC,2001,6
12098,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,6
12151,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,6
12162,Accident,0,Substantial,cessna,180,VMC,VMC,2001,6
12168,Accident,0,Destroyed,cessna,172,VMC,VMC,2001,5
12197,Accident,0,Substantial,cessna,152,VMC,VMC,2001,5
12202,Accident,1,Destroyed,cessna,150,VMC,VMC,2001,5
12232,Accident,0,Substantial,cessna,152,VMC,VMC,2001,5
12234,Accident,0,Substantial,cessna,172,VMC,VMC,2001,5
12235,Accident,0,Substantial,cessna,150,VMC,VMC,2001,5
12272,Accident,0,Substantial,cessna,172,VMC,VMC,2001,5
12291,Accident,0,Substantial,cessna,152,VMC,VMC,2001,5
12303,Accident,0,Substantial,cessna,152,VMC,VMC,2001,5
12322,Accident,0,Substantial,cessna,172,VMC,VMC,2001,5
12349,Accident,0,Substantial,cessna,172,VMC,VMC,2001,4
12394,Accident,0,Substantial,cessna,150,VMC,VMC,2001,4
12399,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,4
12416,Accident,0,Substantial,cessna,152,VMC,VMC,2001,4
12418,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,4
12489,Accident,0,Substantial,cessna,180,VMC,VMC,2001,4
12500,Accident,0,Substantial,cessna,150,VMC,VMC,2001,3
12513,Accident,0,Substantial,piper,PA-28,VMC,VMC,2001,3
12515,Accident,0,Substantial,piper,PA-24,VMC,VMC,2001,3
12522,Accident,0,Substantial,cessna,180,VMC,VMC,2001,3
12535,Accident,0,Substantial,cessna,152,VMC,VMC,2001,3
12542,Accident,0,Substantial,cessna,180,VMC,VMC,2001,3
12573,Accident,0,Destroyed,cessna,152,VMC,VMC,2001,3
12574,Accident,0,Substantial,cessna,150,VMC,VMC,2001,3
12597,Accident,0,Substantial,piper,PA-24,VMC,VMC,2001,3
12602,Accident,0,Substantial,cessna,180,VMC,VMC,2001,3
12622,Accident,0,Substantial,cessna,152,VMC,VMC,2001,3
12625,Accident,0,Substantial,cessna,152,VMC,VMC,2001,3
12635,Accident,0,Substantial,cessna,152,VMC,VMC,2001,2
12649,Accident,0,Substantial,cessna,152,VMC,VMC,2001,2
12677,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,2
12703,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,2
12724,Accident,1,Destroyed,cessna,152,VMC,VMC,2001,2
12759,Accident,0,Substantial,cessna,172,VMC,VMC,2001,1
12766,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12774,Accident,0,Substantial,piper,PA-22,VMC,VMC,2001,1
12777,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12787,Accident,0,Substantial,cessna,172,VMC,VMC,2001,1
12799,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12806,Accident,0,Substantial,cessna,152,IMC,IMC,2001,1
12830,Accident,0,Substantial,piper,PA-18,VMC,VMC,2001,1
12835,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12856,Accident,0,Substantial,cessna,172,VMC,VMC,2001,1
12857,Accident,0,Destroyed,cessna,152,IMC,IMC,2001,1
12859,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12866,Accident,0,Substantial,cessna,152,VMC,VMC,2001,1
12867,Accident,0,Substantial,cessna,172,VMC,VMC,2001,1
12886,Accident,0,Substantial,cessna,152,VMC,VMC,2000,12
12929,Accident,1,Substantial,cessna,172,IMC,IMC,2000,12
12934,Accident,0,Substantial,cessna,180,VMC,VMC,2000,12
12975,Accident,0,Substantial,cessna,152,VMC,VMC,2000,12
12977,Accident,0,Substantial,cessna,152,VMC,VMC,2000,12
12984,Accident,0,Substantial,cessna,172,VMC,VMC,2000,11
12995,Accident,0,Substantial,piper,PA-28,VMC,VMC,2000,11
13050,Accident,0,Substantial,cessna,180,VMC,VMC,2000,11
13051,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,11
13073,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,11
13076,Accident,0,Substantial,cessna,152,VMC,VMC,2000,11
13079,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,11
13104,Accident,0,Destroyed,cessna,172,VMC,VMC,2000,10
13111,Accident,0,Substantial,cessna,172,VMC,VMC,2000,10
13114,Accident,1,Destroyed,cessna,150,VMC,VMC,2000,10
13126,Accident,0,Substantial,cessna,152,VMC,VMC,2000,10
13128,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,10
13191,Accident,0,Substantial,cessna,172,VMC,VMC,2000,10
13211,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,10
13224,Accident,0,Substantial,cessna,152,VMC,VMC,2000,10
13228,Accident,0,Substantial,cessna,182,VMC,VMC,2000,10
13233,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,10
13234,Accident,0,Substantial,cessna,180,VMC,VMC,2000,10
13292,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13298,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,9
13305,Accident,0,Substantial,cessna,172,VMC,VMC,2000,9
13321,Accident,0,Substantial,cessna,172,VMC,VMC,2000,9
13333,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13335,Accident,0,Substantial,cessna,152,VMC,VMC,2000,9
13354,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13371,Accident,0,Substantial,piper,PA-22,VMC,VMC,2000,9
13376,Accident,0,Substantial,cessna,152,VMC,VMC,2000,9
13383,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13384,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13388,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13409,Accident,0,Substantial,cessna,180,VMC,VMC,2000,9
13437,Accident,0,Substantial,piper,PA-18,UNK,UNK,2000,9
13452,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,9
13476,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,8
13477,Accident,0,Substantial,cessna,172,VMC,VMC,2000,8
13489,Accident,0,Substantial,cessna,180,VMC,VMC,2000,8
13525,Accident,1,Substantial,cessna,180,IMC,IMC,2000,8
13537,Accident,0,Substantial,cessna,182,VMC,VMC,2000,8
13538,Accident,0,Substantial,cessna,172,VMC,VMC,2000,8
13541,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13555,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13559,Accident,1,Destroyed,cessna,150,VMC,VMC,2000,8
13564,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13570,Accident,0,Substantial,cessna,172,VMC,VMC,2000,8
13574,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13580,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13592,Accident,1,Substantial,piper,PA-24,VMC,VMC,2000,8
13597,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13608,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,8
13622,Accident,1,Substantial,cessna,172,VMC,VMC,2000,8
13626,Accident,0,Destroyed,cessna,150,IMC,IMC,2000,8
13646,Accident,0,Substantial,cessna,150,VMC,VMC,2000,8
13650,Accident,0,Substantial,cessna,150,VMC,VMC,2000,8
13655,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13660,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,8
13665,Accident,0,Substantial,cessna,180,VMC,VMC,2000,8
13677,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,8
13687,Accident,0,Substantial,cessna,152,VMC,VMC,2000,8
13692,Accident,0,Substantial,cessna,150,VMC,VMC,2000,8
13702,Accident,0,Substantial,piper,PA-25,VMC,VMC,2000,8
13705,Accident,0,Substantial,cessna,180,VMC,VMC,2000,8
13738,Accident,0,Substantial,cessna,180,VMC,VMC,2000,7
13739,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13756,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,7
13786,Accident,0,Substantial,cessna,150,VMC,VMC,2000,7
13795,Accident,1,Destroyed,cessna,180,VMC,VMC,2000,7
13831,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13840,Accident,0,Substantial,cessna,182,VMC,VMC,2000,7
13855,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13885,Accident,0,Substantial,cessna,180,VMC,VMC,2000,7
13898,Accident,0,Substantial,cessna,172,VMC,VMC,2000,7
13908,Accident,0,Substantial,cessna,150,VMC,VMC,2000,7
13919,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13931,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,7
13937,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13946,Accident,0,Substantial,cessna,182,VMC,VMC,2000,7
13947,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,7
13952,Accident,0,Substantial,cessna,180,VMC,VMC,2000,7
13961,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
13969,Accident,0,Substantial,cessna,152,VMC,VMC,2000,7
14003,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,6
14010,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,6
14014,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,6
14015,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,6
14037,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,6
14048,Accident,0,Substantial,cessna,180,VMC,VMC,2000,6
14056,Accident,0,Substantial,cessna,152,VMC,VMC,2000,6
14058,Accident,0,Substantial,cessna,172,VMC,VMC,2000,6
14067,Accident,0,Substantial,cessna,182,VMC,VMC,2000,6
14070,Accident,0,Substantial,cessna,152,VMC,VMC,2000,6
14087,Accident,0,Substantial,cessna,152,VMC,VMC,2000,6
14105,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,6
14147,Accident,0,Substantial,piper,PA-22,VMC,VMC,2000,6
14163,Accident,0,Substantial,cessna,182,VMC,VMC,2000,6
14183,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,5
14201,Accident,0,Substantial,cessna,172,VMC,VMC,2000,5
14228,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,5
14247,Accident,0,Substantial,cessna,152,VMC,VMC,2000,5
14280,Accident,0,Substantial,cessna,152,VMC,VMC,2000,5
14297,Accident,0,Substantial,piper,PA-22,VMC,VMC,2000,5
14348,Accident,0,Substantial,cessna,152,VMC,VMC,2000,5
14363,Accident,1,Destroyed,piper,PA-18,IMC,IMC,2000,5
14376,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,4
14381,Accident,0,Substantial,cessna,180,VMC,VMC,2000,4
14387,Accident,0,Substantial,cessna,182,VMC,VMC,2000,4
14400,Accident,1,Destroyed,cessna,152,VMC,VMC,2000,4
14404,Accident,0,Substantial,cessna,150,VMC,VMC,2000,4
14410,Accident,0,Substantial,piper,PA-18,VMC,VMC,2000,4
14411,Accident,0,Substantial,cessna,150,VMC,VMC,2000,4
14424,Accident,0,Substantial,cessna,152,VMC,VMC,2000,4
14432,Accident,0,Substantial,cessna,152,VMC,VMC,2000,4
14471,Accident,0,Substantial,piper,PA-28,VMC,VMC,2000,4
14505,Accident,0,Substantial,cessna,172,VMC,VMC,2000,4
14507,Accident,0,Substantial,piper,PA-24,VMC,VMC,2000,4
14515,Accident,0,Destroyed,cessna,152,VMC,VMC,2000,4
14552,Accident,0,Substantial,cessna,152,VMC,VMC,2000,3
14566,Accident,0,Substantial,cessna,152,VMC,VMC,2000,3
14571,Accident,0,Substantial,cessna,172,VMC,VMC,2000,3
14572,Accident,0,Substantial,cessna,172,VMC,VMC,2000,3
14576,Accident,0,Substantial,cessna,152,VMC,VMC,2000,3
